DHB,Dose1,Dose2,Population,Date
Northland,2438,1896,2934,2021-11-06
Waitemata,32610,27545,37573,2021-11-06
Auckland,40188,33962,46866,2021-11-06
Counties Manukau,98810,82971,116498,2021-11-06
Waikato,9315,7731,10682,2021-11-06
Lakes,1862,1522,2286,2021-11-06
Bay of Plenty,4103,3340,3679,2021-11-06
Tairawhiti,903,711,965,2021-11-06
Taranaki,1089,851,1270,2021-11-06
Hawkes Bay,5263,4424,5020,2021-11-06
MidCentral,3866,3112,4468,2021-11-06
Whanganui,1074,881,1381,2021-11-06
Capital and Coast,15939,13240,19177,2021-11-06
Hutt Valley,8119,6793,9894,2021-11-06
Wairarapa,714,584,837,2021-11-06
Nelson Marlborough,3673,3253,2115,2021-11-06
West Coast,238,196,282,2021-11-06
Canterbury,11072,8653,12737,2021-11-06
South Canterbury,816,664,837,2021-11-06
Southern,5738,4741,6031,2021-11-06
Overseas / Unknown,333,306,1149,2021-11-06
Total,248163,207376,286681,2021-11-06
