DHB,Dose1,Dose2,Population,Date
Northland,2709,2377,2934,2021-12-05
Waitemata,34279,31696,37573,2021-12-05
Auckland,42348,39136,46866,2021-12-05
Counties Manukau,104488,96088,116498,2021-12-05
Waikato,9922,9040,10682,2021-12-05
Lakes,2067,1837,2286,2021-12-05
Bay of Plenty,4578,4055,3679,2021-12-05
Tairawhiti,990,877,965,2021-12-05
Taranaki,1222,1068,1270,2021-12-05
Hawkes Bay,5834,5209,5020,2021-12-05
MidCentral,4216,3744,4468,2021-12-05
Whanganui,1164,1045,1381,2021-12-05
Capital and Coast,17452,15668,19177,2021-12-05
Hutt Valley,8974,8018,9894,2021-12-05
Wairarapa,810,717,837,2021-12-05
Nelson Marlborough,3874,3583,2115,2021-12-05
West Coast,275,240,282,2021-12-05
Canterbury,12030,10818,12737,2021-12-05
South Canterbury,882,792,837,2021-12-05
Southern,6188,5601,6031,2021-12-05
Overseas / Unknown,369,345,1149,2021-12-05
New Zealand,264671,241954,286681,2021-12-05
All DHBs to 90%,NA,NA,NA,2021-12-05
