DHB,Dose1,Dose2,Population,Date
Northland,2742,2447,2934,2021-12-09
Waitemata,34448,32104,37573,2021-12-09
Auckland,42577,39623,46866,2021-12-09
Counties Manukau,104978,97181,116498,2021-12-09
Waikato,10013,9207,10682,2021-12-09
Lakes,2100,1896,2286,2021-12-09
Bay of Plenty,4623,4135,3679,2021-12-09
Tairawhiti,999,896,965,2021-12-09
Taranaki,1238,1086,1270,2021-12-09
Hawkes Bay,5913,5315,5020,2021-12-09
MidCentral,4271,3851,4468,2021-12-09
Whanganui,1171,1058,1381,2021-12-09
Capital and Coast,17640,16027,19177,2021-12-09
Hutt Valley,9065,8165,9894,2021-12-09
Wairarapa,811,736,837,2021-12-09
Nelson Marlborough,3952,3696,2115,2021-12-09
West Coast,278,252,282,2021-12-09
Canterbury,12151,11054,12737,2021-12-09
South Canterbury,896,809,837,2021-12-09
Southern,6294,5758,6031,2021-12-09
Overseas / Unknown,369,342,1149,2021-12-09
New Zealand,266529,245638,286681,2021-12-09
All DHBs to 90%,NA,NA,NA,2021-12-09
