DHB,Dose1,Dose2,Population,Date
Northland,2315,1643,2934,2021-10-24
Waitemata,31493,24321,37573,2021-10-24
Auckland,38688,30278,46866,2021-10-24
Counties Manukau,94663,73758,116498,2021-10-24
Waikato,8951,6857,10682,2021-10-24
Lakes,1780,1348,2286,2021-10-24
Bay of Plenty,3936,2903,3679,2021-10-24
Tairawhiti,846,638,965,2021-10-24
Taranaki,1019,736,1270,2021-10-24
Hawkes Bay,4974,3967,5020,2021-10-24
MidCentral,3676,2774,4468,2021-10-24
Whanganui,1020,789,1381,2021-10-24
Capital and Coast,15349,12040,19177,2021-10-24
Hutt Valley,7801,5994,9894,2021-10-24
Wairarapa,672,529,837,2021-10-24
Nelson Marlborough,3565,3079,2115,2021-10-24
West Coast,224,167,282,2021-10-24
Canterbury,10189,7459,12737,2021-10-24
South Canterbury,759,534,837,2021-10-24
Southern,5443,4245,6031,2021-10-24
Overseas / Unknown,336,287,1149,2021-10-24
Total,237699,184346,286681,2021-10-24
