DHB,Dose1,Dose2,Population,Date
Northland,2858,2728,2934,2022-01-15
Waitemata,35321,34193,37573,2022-01-15
Auckland,43482,42007,46866,2022-01-15
Counties Manukau,107871,104163,116498,2022-01-15
Waikato,10251,9900,10682,2022-01-15
Lakes,2146,2054,2286,2022-01-15
Bay of Plenty,4753,4551,3679,2022-01-15
Tairawhiti,1023,988,965,2022-01-15
Taranaki,1273,1220,1270,2022-01-15
Hawkes Bay,6433,6186,5020,2022-01-15
MidCentral,4404,4237,4468,2022-01-15
Whanganui,1204,1159,1381,2022-01-15
Capital and Coast,18154,17547,19177,2022-01-15
Hutt Valley,9350,9051,9894,2022-01-15
Wairarapa,858,829,837,2022-01-15
Nelson Marlborough,4336,4217,2115,2022-01-15
West Coast,282,273,282,2022-01-15
Canterbury,12476,12037,12737,2022-01-15
South Canterbury,968,930,837,2022-01-15
Southern,6559,6334,6031,2022-01-15
Overseas / Unknown,361,341,1149,2022-01-15
New Zealand,274363,264945,286681,2022-01-15
All DHBs to 90%,NA,NA,NA,2022-01-15
