DHB,Dose1,Dose2,Population,Date
Northland,2518,2088,2934,2021-11-14
Waitemata,33102,28922,37573,2021-11-14
Auckland,40900,35893,46866,2021-11-14
Counties Manukau,100566,87382,116498,2021-11-14
Waikato,9454,8130,10682,2021-11-14
Lakes,1921,1627,2286,2021-11-14
Bay of Plenty,4214,3568,3679,2021-11-14
Tairawhiti,921,776,965,2021-11-14
Taranaki,1117,909,1270,2021-11-14
Hawkes Bay,5380,4628,5020,2021-11-14
MidCentral,3950,3288,4468,2021-11-14
Whanganui,1104,928,1381,2021-11-14
Capital and Coast,16256,13817,19177,2021-11-14
Hutt Valley,8287,7158,9894,2021-11-14
Wairarapa,735,610,837,2021-11-14
Nelson Marlborough,3711,3343,2115,2021-11-14
West Coast,244,204,282,2021-11-14
Canterbury,11286,9134,12737,2021-11-14
South Canterbury,830,701,837,2021-11-14
Southern,5839,4945,6031,2021-11-14
Overseas / Unknown,393,362,1149,2021-11-14
New Zealand,252728,218413,286681,2021-11-14
All DHBs to 90%,NA,NA,NA,2021-11-14
