DHB,Dose1,Dose2,Population,Date
Northland,2656,2273,2934,2021-11-29
Waitemata,33889,30834,37573,2021-11-29
Auckland,41940,38175,46866,2021-11-29
Counties Manukau,103394,93684,116498,2021-11-29
Waikato,9765,8738,10682,2021-11-29
Lakes,2022,1772,2286,2021-11-29
Bay of Plenty,4482,3926,3679,2021-11-29
Tairawhiti,961,842,965,2021-11-29
Taranaki,1193,1009,1270,2021-11-29
Hawkes Bay,5691,4997,5020,2021-11-29
MidCentral,4128,3600,4468,2021-11-29
Whanganui,1143,997,1381,2021-11-29
Capital and Coast,17038,14943,19177,2021-11-29
Hutt Valley,8707,7714,9894,2021-11-29
Wairarapa,798,685,837,2021-11-29
Nelson Marlborough,3782,3491,2115,2021-11-29
West Coast,269,229,282,2021-11-29
Canterbury,11732,10246,12737,2021-11-29
South Canterbury,860,749,837,2021-11-29
Southern,6083,5342,6031,2021-11-29
Overseas / Unknown,370,343,1149,2021-11-29
New Zealand,260903,234589,286681,2021-11-29
All DHBs to 90%,NA,NA,NA,2021-11-29
