DHB,Dose1,Dose2,Population,Date
Northland,2905,2797,2934,2022-02-13
Waitemata,35747,34951,37573,2022-02-13
Auckland,44006,42895,46866,2022-02-13
Counties Manukau,109535,106729,116498,2022-02-13
Waikato,10407,10136,10682,2022-02-13
Lakes,2175,2110,2286,2022-02-13
Bay of Plenty,4828,4693,3679,2022-02-13
Tairawhiti,1046,1020,965,2022-02-13
Taranaki,1295,1265,1270,2022-02-13
Hawkes Bay,6996,6782,5020,2022-02-13
MidCentral,4504,4380,4468,2022-02-13
Whanganui,1244,1201,1381,2022-02-13
Capital and Coast,18399,18002,19177,2022-02-13
Hutt Valley,9504,9272,9894,2022-02-13
Wairarapa,879,853,837,2022-02-13
Nelson Marlborough,4545,4464,2115,2022-02-13
West Coast,285,276,282,2022-02-13
Canterbury,12695,12355,12737,2022-02-13
South Canterbury,980,961,837,2022-02-13
Southern,6746,6589,6031,2022-02-13
Overseas / Unknown,413,390,1149,2022-02-13
New Zealand,279134,272121,286681,2022-02-13
All DHBs to 90%,NA,NA,NA,2022-02-13
