DHB,Dose1,Dose2,Population,Date
Northland,2888,2779,2934,2022-02-07
Waitemata,35694,34833,37573,2022-02-07
Auckland,43908,42737,46866,2022-02-07
Counties Manukau,109290,106310,116498,2022-02-07
Waikato,10384,10100,10682,2022-02-07
Lakes,2164,2096,2286,2022-02-07
Bay of Plenty,4810,4661,3679,2022-02-07
Tairawhiti,1041,1012,965,2022-02-07
Taranaki,1286,1255,1270,2022-02-07
Hawkes Bay,6825,6588,5020,2022-02-07
MidCentral,4491,4353,4468,2022-02-07
Whanganui,1242,1194,1381,2022-02-07
Capital and Coast,18355,17936,19177,2022-02-07
Hutt Valley,9474,9236,9894,2022-02-07
Wairarapa,876,851,837,2022-02-07
Nelson Marlborough,4524,4445,2115,2022-02-07
West Coast,286,276,282,2022-02-07
Canterbury,12646,12284,12737,2022-02-07
South Canterbury,980,960,837,2022-02-07
Southern,6723,6552,6031,2022-02-07
Overseas / Unknown,383,361,1149,2022-02-07
New Zealand,278270,270819,286681,2022-02-07
All DHBs to 90%,NA,NA,NA,2022-02-07
