DHB,Dose1,Dose2,Population,Date
Northland,2829,2617,2934,2021-12-22
Waitemata,34871,33191,37573,2021-12-22
Auckland,43016,40886,46866,2021-12-22
Counties Manukau,106444,100877,116498,2021-12-22
Waikato,10116,9566,10682,2021-12-22
Lakes,2119,1980,2286,2021-12-22
Bay of Plenty,4685,4387,3679,2021-12-22
Tairawhiti,1006,941,965,2021-12-22
Taranaki,1254,1162,1270,2021-12-22
Hawkes Bay,6242,5815,5020,2021-12-22
MidCentral,4343,4054,4468,2021-12-22
Whanganui,1198,1112,1381,2021-12-22
Capital and Coast,17872,16806,19177,2021-12-22
Hutt Valley,9202,8611,9894,2021-12-22
Wairarapa,819,777,837,2021-12-22
Nelson Marlborough,4128,3933,2115,2021-12-22
West Coast,280,263,282,2021-12-22
Canterbury,12316,11537,12737,2021-12-22
South Canterbury,955,885,837,2021-12-22
Southern,6425,6068,6031,2021-12-22
Overseas / Unknown,368,347,1149,2021-12-22
New Zealand,270488,255815,286681,2021-12-22
All DHBs to 90%,NA,NA,NA,2021-12-22
