DHB,Dose1,Dose2,Population,Date
Northland,2604,2201,2934,2021-11-22
Waitemata,33512,29987,37573,2021-11-22
Auckland,41450,37112,46866,2021-11-22
Counties Manukau,101922,90455,116498,2021-11-22
Waikato,9618,8421,10682,2021-11-22
Lakes,1986,1694,2286,2021-11-22
Bay of Plenty,4364,3787,3679,2021-11-22
Tairawhiti,940,804,965,2021-11-22
Taranaki,1158,963,1270,2021-11-22
Hawkes Bay,5527,4801,5020,2021-11-22
MidCentral,4053,3465,4468,2021-11-22
Whanganui,1130,960,1381,2021-11-22
Capital and Coast,16690,14461,19177,2021-11-22
Hutt Valley,8516,7495,9894,2021-11-22
Wairarapa,766,647,837,2021-11-22
Nelson Marlborough,3759,3443,2115,2021-11-22
West Coast,257,217,282,2021-11-22
Canterbury,11541,9824,12737,2021-11-22
South Canterbury,835,729,837,2021-11-22
Southern,5945,5164,6031,2021-11-22
Overseas / Unknown,378,351,1149,2021-11-22
New Zealand,256951,226981,286681,2021-11-22
All DHBs to 90%,NA,NA,NA,2021-11-22
