DHB,Dose1,Dose2,Population,Date
Northland,2877,2741,3516,2022-01-18
Waitemata,35628,34295,44070,2022-01-18
Auckland,43795,42125,54123,2022-01-18
Counties Manukau,108624,104413,136986,2022-01-18
Waikato,10342,9917,12632,2022-01-18
Lakes,2170,2068,2691,2022-01-18
Bay of Plenty,4770,4552,4375,2022-01-18
Tairawhiti,1024,987,1093,2022-01-18
Taranaki,1283,1219,1530,2022-01-18
Hawkes Bay,6485,6229,6014,2022-01-18
MidCentral,4450,4258,5400,2022-01-18
Whanganui,1215,1165,1658,2022-01-18
Capital and Coast,18285,17589,21999,2022-01-18
Hutt Valley,9407,9074,11415,2022-01-18
Wairarapa,864,833,978,2022-01-18
Nelson Marlborough,4409,4270,2592,2022-01-18
West Coast,283,274,338,2022-01-18
Canterbury,12549,12071,15179,2022-01-18
South Canterbury,980,933,1048,2022-01-18
Southern,6587,6349,7202,2022-01-18
Overseas / Unknown,364,341,1240,2022-01-18
New Zealand,276391,265703,336079,2022-01-18
All DHBs to 90%,NA,NA,NA,2022-01-18
