DHB,Dose1,Dose2,Population,Date
Northland,2379,1767,2934,2021-11-01
Waitemata,32225,26382,37573,2021-11-01
Auckland,39737,32629,46866,2021-11-01
Counties Manukau,97480,79490,116498,2021-11-01
Waikato,9181,7380,10682,2021-11-01
Lakes,1829,1457,2286,2021-11-01
Bay of Plenty,4054,3188,3679,2021-11-01
Tairawhiti,879,686,965,2021-11-01
Taranaki,1063,805,1270,2021-11-01
Hawkes Bay,5136,4227,5020,2021-11-01
MidCentral,3794,2963,4468,2021-11-01
Whanganui,1050,841,1381,2021-11-01
Capital and Coast,15714,12716,19177,2021-11-01
Hutt Valley,7996,6444,9894,2021-11-01
Wairarapa,694,569,837,2021-11-01
Nelson Marlborough,3630,3178,2115,2021-11-01
West Coast,232,181,282,2021-11-01
Canterbury,10870,8254,12737,2021-11-01
South Canterbury,798,639,837,2021-11-01
Southern,5622,4572,6031,2021-11-01
Overseas / Unknown,339,297,1149,2021-11-01
Total,244702,198665,286681,2021-11-01
