DHB,Dose1,Dose2,Population,Date
Northland,2558,2137,2934,2021-11-17
Waitemata,33256,29243,37573,2021-11-17
Auckland,41098,36288,46866,2021-11-17
Counties Manukau,101071,88271,116498,2021-11-17
Waikato,9537,8263,10682,2021-11-17
Lakes,1959,1651,2286,2021-11-17
Bay of Plenty,4261,3676,3679,2021-11-17
Tairawhiti,927,785,965,2021-11-17
Taranaki,1139,933,1270,2021-11-17
Hawkes Bay,5420,4663,5020,2021-11-17
MidCentral,3992,3371,4468,2021-11-17
Whanganui,1115,951,1381,2021-11-17
Capital and Coast,16409,14011,19177,2021-11-17
Hutt Valley,8340,7248,9894,2021-11-17
Wairarapa,755,630,837,2021-11-17
Nelson Marlborough,3732,3380,2115,2021-11-17
West Coast,255,211,282,2021-11-17
Canterbury,11388,9324,12737,2021-11-17
South Canterbury,832,706,837,2021-11-17
Southern,5887,5031,6031,2021-11-17
Overseas / Unknown,381,350,1149,2021-11-17
New Zealand,254312,221123,286681,2021-11-17
All DHBs to 90%,NA,NA,NA,2021-11-17
