DHB,Dose1,Dose2,Population,Date
Northland,2514,2084,2934,2021-11-13
Waitemata,33026,28743,37573,2021-11-13
Auckland,40798,35621,46866,2021-11-13
Counties Manukau,100289,86689,116498,2021-11-13
Waikato,9448,8105,10682,2021-11-13
Lakes,1908,1612,2286,2021-11-13
Bay of Plenty,4202,3545,3679,2021-11-13
Tairawhiti,920,767,965,2021-11-13
Taranaki,1112,905,1270,2021-11-13
Hawkes Bay,5364,4593,5020,2021-11-13
MidCentral,3944,3269,4468,2021-11-13
Whanganui,1104,926,1381,2021-11-13
Capital and Coast,16228,13790,19177,2021-11-13
Hutt Valley,8267,7128,9894,2021-11-13
Wairarapa,729,610,837,2021-11-13
Nelson Marlborough,3712,3343,2115,2021-11-13
West Coast,244,204,282,2021-11-13
Canterbury,11252,9102,12737,2021-11-13
South Canterbury,829,700,837,2021-11-13
Southern,5834,4929,6031,2021-11-13
Overseas / Unknown,393,361,1149,2021-11-13
New Zealand,252117,217026,286681,2021-11-13
All DHBs to 90%,NA,NA,NA,2021-11-13
