DHB,Dose1,Dose2,Population,Date
Northland,2767,2491,2934,2021-12-13
Waitemata,34622,32499,37573,2021-12-13
Auckland,42758,40084,46866,2021-12-13
Counties Manukau,105576,98587,116498,2021-12-13
Waikato,10058,9319,10682,2021-12-13
Lakes,2103,1924,2286,2021-12-13
Bay of Plenty,4631,4211,3679,2021-12-13
Tairawhiti,999,910,965,2021-12-13
Taranaki,1246,1105,1270,2021-12-13
Hawkes Bay,6005,5443,5020,2021-12-13
MidCentral,4293,3904,4468,2021-12-13
Whanganui,1181,1080,1381,2021-12-13
Capital and Coast,17729,16295,19177,2021-12-13
Hutt Valley,9120,8293,9894,2021-12-13
Wairarapa,811,751,837,2021-12-13
Nelson Marlborough,3973,3724,2115,2021-12-13
West Coast,278,254,282,2021-12-13
Canterbury,12209,11208,12737,2021-12-13
South Canterbury,902,818,837,2021-12-13
Southern,6348,5848,6031,2021-12-13
Overseas / Unknown,375,348,1149,2021-12-13
New Zealand,267984,249096,286681,2021-12-13
All DHBs to 90%,NA,NA,NA,2021-12-13
