DHB,Dose1,Dose2,Population,Date
Northland,2475,2006,2934,2021-11-10
Waitemata,32791,28128,37573,2021-11-10
Auckland,40470,34667,46866,2021-11-10
Counties Manukau,99543,84667,116498,2021-11-10
Waikato,9373,7889,10682,2021-11-10
Lakes,1889,1576,2286,2021-11-10
Bay of Plenty,4140,3472,3679,2021-11-10
Tairawhiti,915,744,965,2021-11-10
Taranaki,1099,871,1270,2021-11-10
Hawkes Bay,5318,4521,5020,2021-11-10
MidCentral,3901,3184,4468,2021-11-10
Whanganui,1092,905,1381,2021-11-10
Capital and Coast,16056,13486,19177,2021-11-10
Hutt Valley,8176,6964,9894,2021-11-10
Wairarapa,717,592,837,2021-11-10
Nelson Marlborough,3701,3291,2115,2021-11-10
West Coast,244,200,282,2021-11-10
Canterbury,11188,8927,12737,2021-11-10
South Canterbury,824,691,837,2021-11-10
Southern,5771,4824,6031,2021-11-10
Overseas / Unknown,408,375,1149,2021-11-10
New Zealand,250091,211980,286681,2021-11-10
All DHBs to 90%,NA,NA,NA,2021-11-10
