DHB,Dose1,Dose2,Population,Date
Northland,2903,2795,2934,2022-02-14
Waitemata,35769,34980,37573,2022-02-14
Auckland,44031,42938,46866,2022-02-14
Counties Manukau,109567,106814,116498,2022-02-14
Waikato,10406,10136,10682,2022-02-14
Lakes,2177,2113,2286,2022-02-14
Bay of Plenty,4829,4697,3679,2022-02-14
Tairawhiti,1046,1023,965,2022-02-14
Taranaki,1295,1265,1270,2022-02-14
Hawkes Bay,7012,6800,5020,2022-02-14
MidCentral,4506,4386,4468,2022-02-14
Whanganui,1246,1205,1381,2022-02-14
Capital and Coast,18403,18011,19177,2022-02-14
Hutt Valley,9506,9275,9894,2022-02-14
Wairarapa,878,852,837,2022-02-14
Nelson Marlborough,4543,4462,2115,2022-02-14
West Coast,284,275,282,2022-02-14
Canterbury,12702,12367,12737,2022-02-14
South Canterbury,980,962,837,2022-02-14
Southern,6753,6599,6031,2022-02-14
Overseas / Unknown,416,393,1149,2022-02-14
New Zealand,279252,272348,286681,2022-02-14
All DHBs to 90%,NA,NA,NA,2022-02-14
