DHB,Dose1,Dose2,Population,Date
Northland,2869,2771,2934,2022-01-28
Waitemata,35573,34619,37573,2022-01-28
Auckland,43792,42495,46866,2022-01-28
Counties Manukau,108754,105493,116498,2022-01-28
Waikato,10339,10024,10682,2022-01-28
Lakes,2164,2092,2286,2022-01-28
Bay of Plenty,4789,4621,3679,2022-01-28
Tairawhiti,1031,1000,965,2022-01-28
Taranaki,1281,1243,1270,2022-01-28
Hawkes Bay,6686,6423,5020,2022-01-28
MidCentral,4448,4299,4468,2022-01-28
Whanganui,1229,1182,1381,2022-01-28
Capital and Coast,18274,17780,19177,2022-01-28
Hutt Valley,9417,9160,9894,2022-01-28
Wairarapa,866,843,837,2022-01-28
Nelson Marlborough,4476,4380,2115,2022-01-28
West Coast,285,273,282,2022-01-28
Canterbury,12597,12214,12737,2022-01-28
South Canterbury,980,951,837,2022-01-28
Southern,6646,6445,6031,2022-01-28
Overseas / Unknown,380,357,1149,2022-01-28
New Zealand,276876,268665,286681,2022-01-28
All DHBs to 90%,NA,NA,NA,2022-01-28
