DHB,Dose1,Dose2,Population,Date
Northland,2672,2294,2934,2021-11-30
Waitemata,33940,30918,37573,2021-11-30
Auckland,42001,38297,46866,2021-11-30
Counties Manukau,103564,94026,116498,2021-11-30
Waikato,9795,8774,10682,2021-11-30
Lakes,2034,1785,2286,2021-11-30
Bay of Plenty,4501,3939,3679,2021-11-30
Tairawhiti,964,845,965,2021-11-30
Taranaki,1198,1022,1270,2021-11-30
Hawkes Bay,5724,5048,5020,2021-11-30
MidCentral,4145,3622,4468,2021-11-30
Whanganui,1146,1009,1381,2021-11-30
Capital and Coast,17116,15056,19177,2021-11-30
Hutt Valley,8755,7759,9894,2021-11-30
Wairarapa,799,689,837,2021-11-30
Nelson Marlborough,3797,3504,2115,2021-11-30
West Coast,271,232,282,2021-11-30
Canterbury,11772,10329,12737,2021-11-30
South Canterbury,865,759,837,2021-11-30
Southern,6098,5369,6031,2021-11-30
Overseas / Unknown,377,352,1149,2021-11-30
New Zealand,261534,235628,286681,2021-11-30
All DHBs to 90%,NA,NA,NA,2021-11-30
