DHB,Dose1,Dose2,Population,Date
Northland,2321,1645,2934,2021-10-25
Waitemata,31541,24448,37573,2021-10-25
Auckland,38792,30444,46866,2021-10-25
Counties Manukau,94954,74277,116498,2021-10-25
Waikato,8960,6874,10682,2021-10-25
Lakes,1780,1351,2286,2021-10-25
Bay of Plenty,3939,2916,3679,2021-10-25
Tairawhiti,848,643,965,2021-10-25
Taranaki,1020,742,1270,2021-10-25
Hawkes Bay,4983,3971,5020,2021-10-25
MidCentral,3685,2780,4468,2021-10-25
Whanganui,1020,790,1381,2021-10-25
Capital and Coast,15352,12053,19177,2021-10-25
Hutt Valley,7810,6004,9894,2021-10-25
Wairarapa,672,529,837,2021-10-25
Nelson Marlborough,3568,3088,2115,2021-10-25
West Coast,224,167,282,2021-10-25
Canterbury,10217,7476,12737,2021-10-25
South Canterbury,759,534,837,2021-10-25
Southern,5444,4253,6031,2021-10-25
Overseas / Unknown,338,287,1149,2021-10-25
Total,238227,185272,286681,2021-10-25
