DHB,Dose1,Dose2,Population,Date
Northland,2834,2628,2934,2021-12-23
Waitemata,34900,33268,37573,2021-12-23
Auckland,43035,40966,46866,2021-12-23
Counties Manukau,106504,101064,116498,2021-12-23
Waikato,10121,9594,10682,2021-12-23
Lakes,2118,1982,2286,2021-12-23
Bay of Plenty,4687,4404,3679,2021-12-23
Tairawhiti,1006,945,965,2021-12-23
Taranaki,1257,1165,1270,2021-12-23
Hawkes Bay,6248,5853,5020,2021-12-23
MidCentral,4352,4070,4468,2021-12-23
Whanganui,1197,1115,1381,2021-12-23
Capital and Coast,17901,16932,19177,2021-12-23
Hutt Valley,9213,8652,9894,2021-12-23
Wairarapa,819,779,837,2021-12-23
Nelson Marlborough,4139,3955,2115,2021-12-23
West Coast,280,266,282,2021-12-23
Canterbury,12319,11597,12737,2021-12-23
South Canterbury,956,889,837,2021-12-23
Southern,6442,6097,6031,2021-12-23
Overseas / Unknown,366,345,1149,2021-12-23
New Zealand,270694,256566,286681,2021-12-23
All DHBs to 90%,NA,NA,NA,2021-12-23
