DHB,Dose1,Dose2,Population,Date
Northland,2868,2767,2934,2022-01-27
Waitemata,35554,34576,37573,2022-01-27
Auckland,43757,42447,46866,2022-01-27
Counties Manukau,108678,105364,116498,2022-01-27
Waikato,10325,10017,10682,2022-01-27
Lakes,2163,2092,2286,2022-01-27
Bay of Plenty,4783,4617,3679,2022-01-27
Tairawhiti,1031,999,965,2022-01-27
Taranaki,1281,1240,1270,2022-01-27
Hawkes Bay,6645,6385,5020,2022-01-27
MidCentral,4444,4293,4468,2022-01-27
Whanganui,1227,1178,1381,2022-01-27
Capital and Coast,18258,17755,19177,2022-01-27
Hutt Valley,9411,9146,9894,2022-01-27
Wairarapa,866,841,837,2022-01-27
Nelson Marlborough,4445,4349,2115,2022-01-27
West Coast,285,273,282,2022-01-27
Canterbury,12588,12198,12737,2022-01-27
South Canterbury,978,950,837,2022-01-27
Southern,6628,6425,6031,2022-01-27
Overseas / Unknown,375,356,1149,2022-01-27
New Zealand,276590,268268,286681,2022-01-27
All DHBs to 90%,NA,NA,NA,2022-01-27
