DHB,Dose1,Dose2,Population,Date
Northland,2859,2747,2934,2022-01-21
Waitemata,35435,34384,37573,2022-01-21
Auckland,43635,42277,46866,2022-01-21
Counties Manukau,108263,104776,116498,2022-01-21
Waikato,10278,9962,10682,2022-01-21
Lakes,2160,2075,2286,2022-01-21
Bay of Plenty,4758,4572,3679,2022-01-21
Tairawhiti,1025,992,965,2022-01-21
Taranaki,1277,1231,1270,2022-01-21
Hawkes Bay,6529,6289,5020,2022-01-21
MidCentral,4431,4274,4468,2022-01-21
Whanganui,1214,1170,1381,2022-01-21
Capital and Coast,18201,17658,19177,2022-01-21
Hutt Valley,9384,9116,9894,2022-01-21
Wairarapa,862,835,837,2022-01-21
Nelson Marlborough,4424,4317,2115,2022-01-21
West Coast,285,276,282,2022-01-21
Canterbury,12522,12113,12737,2022-01-21
South Canterbury,974,944,837,2022-01-21
Southern,6587,6363,6031,2022-01-21
Overseas / Unknown,366,345,1149,2022-01-21
New Zealand,275469,266716,286681,2022-01-21
All DHBs to 90%,NA,NA,NA,2022-01-21
