DHB,Dose1,Dose2,Population,Date
Northland,2726,2411,2934,2021-12-07
Waitemata,34372,31910,37573,2021-12-07
Auckland,42486,39400,46866,2021-12-07
Counties Manukau,104753,96666,116498,2021-12-07
Waikato,9969,9129,10682,2021-12-07
Lakes,2085,1878,2286,2021-12-07
Bay of Plenty,4599,4090,3679,2021-12-07
Tairawhiti,994,888,965,2021-12-07
Taranaki,1229,1073,1270,2021-12-07
Hawkes Bay,5865,5252,5020,2021-12-07
MidCentral,4245,3795,4468,2021-12-07
Whanganui,1169,1053,1381,2021-12-07
Capital and Coast,17561,15850,19177,2021-12-07
Hutt Valley,9021,8073,9894,2021-12-07
Wairarapa,813,731,837,2021-12-07
Nelson Marlborough,3925,3652,2115,2021-12-07
West Coast,275,244,282,2021-12-07
Canterbury,12104,10938,12737,2021-12-07
South Canterbury,890,800,837,2021-12-07
Southern,6242,5691,6031,2021-12-07
Overseas / Unknown,365,341,1149,2021-12-07
New Zealand,265688,243865,286681,2021-12-07
All DHBs to 90%,NA,NA,NA,2021-12-07
