DHB,Dose1,Dose2,Population,Date
Northland,2905,2797,2934,2022-02-12
Waitemata,35740,34937,37573,2022-02-12
Auckland,44003,42891,46866,2022-02-12
Counties Manukau,109524,106710,116498,2022-02-12
Waikato,10405,10132,10682,2022-02-12
Lakes,2174,2106,2286,2022-02-12
Bay of Plenty,4829,4693,3679,2022-02-12
Tairawhiti,1046,1019,965,2022-02-12
Taranaki,1295,1265,1270,2022-02-12
Hawkes Bay,6991,6777,5020,2022-02-12
MidCentral,4504,4380,4468,2022-02-12
Whanganui,1244,1200,1381,2022-02-12
Capital and Coast,18398,18002,19177,2022-02-12
Hutt Valley,9502,9270,9894,2022-02-12
Wairarapa,879,853,837,2022-02-12
Nelson Marlborough,4546,4464,2115,2022-02-12
West Coast,285,276,282,2022-02-12
Canterbury,12692,12353,12737,2022-02-12
South Canterbury,981,962,837,2022-02-12
Southern,6738,6581,6031,2022-02-12
Overseas / Unknown,413,390,1149,2022-02-12
New Zealand,279094,272058,286681,2022-02-12
All DHBs to 90%,NA,NA,NA,2022-02-12
