DHB,Dose1,Dose2,Population,Date
Northland,2607,2208,2934,2021-11-23
Waitemata,33525,30059,37573,2021-11-23
Auckland,41458,37194,46866,2021-11-23
Counties Manukau,101902,90636,116498,2021-11-23
Waikato,9616,8446,10682,2021-11-23
Lakes,1989,1698,2286,2021-11-23
Bay of Plenty,4363,3796,3679,2021-11-23
Tairawhiti,941,805,965,2021-11-23
Taranaki,1159,969,1270,2021-11-23
Hawkes Bay,5521,4811,5020,2021-11-23
MidCentral,4052,3480,4468,2021-11-23
Whanganui,1128,960,1381,2021-11-23
Capital and Coast,16703,14514,19177,2021-11-23
Hutt Valley,8550,7515,9894,2021-11-23
Wairarapa,768,648,837,2021-11-23
Nelson Marlborough,3729,3442,2115,2021-11-23
West Coast,259,218,282,2021-11-23
Canterbury,11544,9875,12737,2021-11-23
South Canterbury,839,729,837,2021-11-23
Southern,5952,5185,6031,2021-11-23
Overseas / Unknown,370,344,1149,2021-11-23
New Zealand,256975,227532,286681,2021-11-23
All DHBs to 90%,NA,NA,NA,2021-11-23
