DHB,Dose1,Dose2,Population,Date
Northland,2358,1696,2934,2021-10-28
Waitemata,31859,25178,37573,2021-10-28
Auckland,39171,31234,46866,2021-10-28
Counties Manukau,95971,76024,116498,2021-10-28
Waikato,9087,7090,10682,2021-10-28
Lakes,1806,1390,2286,2021-10-28
Bay of Plenty,3983,3032,3679,2021-10-28
Tairawhiti,862,664,965,2021-10-28
Taranaki,1043,771,1270,2021-10-28
Hawkes Bay,5057,4101,5020,2021-10-28
MidCentral,3745,2860,4468,2021-10-28
Whanganui,1038,816,1381,2021-10-28
Capital and Coast,15555,12404,19177,2021-10-28
Hutt Valley,7902,6189,9894,2021-10-28
Wairarapa,680,542,837,2021-10-28
Nelson Marlborough,3588,3125,2115,2021-10-28
West Coast,227,172,282,2021-10-28
Canterbury,10459,7737,12737,2021-10-28
South Canterbury,771,559,837,2021-10-28
Southern,5526,4378,6031,2021-10-28
Overseas / Unknown,336,293,1149,2021-10-28
Total,241024,190255,286681,2021-10-28
