DHB,Dose1,Dose2,Population,Date
Northland,2859,2731,2934,2022-01-16
Waitemata,35330,34217,37573,2022-01-16
Auckland,43489,42021,46866,2022-01-16
Counties Manukau,107902,104219,116498,2022-01-16
Waikato,10254,9906,10682,2022-01-16
Lakes,2145,2056,2286,2022-01-16
Bay of Plenty,4753,4554,3679,2022-01-16
Tairawhiti,1024,988,965,2022-01-16
Taranaki,1273,1221,1270,2022-01-16
Hawkes Bay,6436,6197,5020,2022-01-16
MidCentral,4407,4241,4468,2022-01-16
Whanganui,1205,1159,1381,2022-01-16
Capital and Coast,18157,17558,19177,2022-01-16
Hutt Valley,9352,9055,9894,2022-01-16
Wairarapa,858,830,837,2022-01-16
Nelson Marlborough,4337,4226,2115,2022-01-16
West Coast,282,273,282,2022-01-16
Canterbury,12479,12045,12737,2022-01-16
South Canterbury,968,929,837,2022-01-16
Southern,6563,6335,6031,2022-01-16
Overseas / Unknown,361,341,1149,2022-01-16
New Zealand,274434,265102,286681,2022-01-16
All DHBs to 90%,NA,NA,NA,2022-01-16
