DHB,Dose1,Dose2,Population,Date
Northland,2812,2575,2934,2021-12-19
Waitemata,34788,32979,37573,2021-12-19
Auckland,42944,40638,46866,2021-12-19
Counties Manukau,106182,100206,116498,2021-12-19
Waikato,10099,9494,10682,2021-12-19
Lakes,2113,1964,2286,2021-12-19
Bay of Plenty,4666,4325,3679,2021-12-19
Tairawhiti,1005,933,965,2021-12-19
Taranaki,1257,1146,1270,2021-12-19
Hawkes Bay,6093,5626,5020,2021-12-19
MidCentral,4328,4002,4468,2021-12-19
Whanganui,1187,1100,1381,2021-12-19
Capital and Coast,17842,16647,19177,2021-12-19
Hutt Valley,9175,8497,9894,2021-12-19
Wairarapa,816,772,837,2021-12-19
Nelson Marlborough,4103,3887,2115,2021-12-19
West Coast,279,260,282,2021-12-19
Canterbury,12273,11417,12737,2021-12-19
South Canterbury,943,866,837,2021-12-19
Southern,6402,6002,6031,2021-12-19
Overseas / Unknown,367,345,1149,2021-12-19
New Zealand,269674,253681,286681,2021-12-19
All DHBs to 90%,NA,NA,NA,2021-12-19
