DHB,Dose1,Dose2,Population,Date
Northland,2392,1794,2934,2021-11-02
Waitemata,32292,26546,37573,2021-11-02
Auckland,39803,32830,46866,2021-11-02
Counties Manukau,97726,79994,116498,2021-11-02
Waikato,9223,7435,10682,2021-11-02
Lakes,1837,1468,2286,2021-11-02
Bay of Plenty,4067,3211,3679,2021-11-02
Tairawhiti,883,687,965,2021-11-02
Taranaki,1066,810,1270,2021-11-02
Hawkes Bay,5149,4254,5020,2021-11-02
MidCentral,3810,2984,4468,2021-11-02
Whanganui,1054,847,1381,2021-11-02
Capital and Coast,15750,12781,19177,2021-11-02
Hutt Valley,8021,6498,9894,2021-11-02
Wairarapa,699,574,837,2021-11-02
Nelson Marlborough,3638,3188,2115,2021-11-02
West Coast,233,182,282,2021-11-02
Canterbury,10907,8328,12737,2021-11-02
South Canterbury,801,643,837,2021-11-02
Southern,5656,4612,6031,2021-11-02
Overseas / Unknown,339,303,1149,2021-11-02
Total,245346,199969,286681,2021-11-02
