DHB,Dose1,Dose2,Population,Date
Northland,2445,1928,2934,2021-11-08
Waitemata,32697,27852,37573,2021-11-08
Auckland,40328,34312,46866,2021-11-08
Counties Manukau,99158,83903,116498,2021-11-08
Waikato,9339,7803,10682,2021-11-08
Lakes,1874,1541,2286,2021-11-08
Bay of Plenty,4116,3411,3679,2021-11-08
Tairawhiti,908,728,965,2021-11-08
Taranaki,1090,857,1270,2021-11-08
Hawkes Bay,5303,4470,5020,2021-11-08
MidCentral,3879,3143,4468,2021-11-08
Whanganui,1085,895,1381,2021-11-08
Capital and Coast,15986,13341,19177,2021-11-08
Hutt Valley,8148,6891,9894,2021-11-08
Wairarapa,718,586,837,2021-11-08
Nelson Marlborough,3685,3268,2115,2021-11-08
West Coast,239,196,282,2021-11-08
Canterbury,11127,8785,12737,2021-11-08
South Canterbury,817,679,837,2021-11-08
Southern,5750,4783,6031,2021-11-08
Overseas / Unknown,330,304,1149,2021-11-08
Total,249022,209676,286681,2021-11-08
