DHB,Dose1,Dose2,Population,Date
Northland,2836,2635,2934,2021-12-27
Waitemata,34907,33340,37573,2021-12-27
Auckland,43065,41079,46866,2021-12-27
Counties Manukau,106552,101271,116498,2021-12-27
Waikato,10126,9629,10682,2021-12-27
Lakes,2121,1991,2286,2021-12-27
Bay of Plenty,4689,4418,3679,2021-12-27
Tairawhiti,1007,949,965,2021-12-27
Taranaki,1258,1172,1270,2021-12-27
Hawkes Bay,6250,5866,5020,2021-12-27
MidCentral,4352,4082,4468,2021-12-27
Whanganui,1198,1120,1381,2021-12-27
Capital and Coast,17910,17005,19177,2021-12-27
Hutt Valley,9224,8691,9894,2021-12-27
Wairarapa,820,782,837,2021-12-27
Nelson Marlborough,4145,3968,2115,2021-12-27
West Coast,281,267,282,2021-12-27
Canterbury,12325,11661,12737,2021-12-27
South Canterbury,958,892,837,2021-12-27
Southern,6450,6125,6031,2021-12-27
Overseas / Unknown,368,346,1149,2021-12-27
New Zealand,270842,257289,286681,2021-12-27
All DHBs to 90%,NA,NA,NA,2021-12-27
