DHB,Dose1,Dose2,Population,Date
Northland,2847,2699,2934,2022-01-11
Waitemata,35168,33987,37573,2022-01-11
Auckland,43294,41756,46866,2022-01-11
Counties Manukau,107409,103477,116498,2022-01-11
Waikato,10198,9831,10682,2022-01-11
Lakes,2139,2043,2286,2022-01-11
Bay of Plenty,4733,4520,3679,2022-01-11
Tairawhiti,1027,989,965,2022-01-11
Taranaki,1267,1209,1270,2022-01-11
Hawkes Bay,6359,6075,5020,2022-01-11
MidCentral,4388,4192,4468,2022-01-11
Whanganui,1197,1147,1381,2022-01-11
Capital and Coast,18093,17445,19177,2022-01-11
Hutt Valley,9305,8951,9894,2022-01-11
Wairarapa,835,800,837,2022-01-11
Nelson Marlborough,4267,4141,2115,2022-01-11
West Coast,281,271,282,2022-01-11
Canterbury,12435,11955,12737,2022-01-11
South Canterbury,964,919,837,2022-01-11
Southern,6526,6285,6031,2022-01-11
Overseas / Unknown,359,337,1149,2022-01-11
New Zealand,273091,263029,286681,2022-01-11
All DHBs to 90%,NA,NA,NA,2022-01-11
