DHB,Dose1,Dose2,Population,Date
Northland,2625,2242,2934,2021-11-25
Waitemata,33656,30259,37573,2021-11-25
Auckland,41623,37466,46866,2021-11-25
Counties Manukau,102381,91357,116498,2021-11-25
Waikato,9672,8553,10682,2021-11-25
Lakes,1996,1717,2286,2021-11-25
Bay of Plenty,4420,3845,3679,2021-11-25
Tairawhiti,948,819,965,2021-11-25
Taranaki,1165,986,1270,2021-11-25
Hawkes Bay,5618,4909,5020,2021-11-25
MidCentral,4073,3525,4468,2021-11-25
Whanganui,1136,975,1381,2021-11-25
Capital and Coast,16846,14683,19177,2021-11-25
Hutt Valley,8609,7581,9894,2021-11-25
Wairarapa,772,657,837,2021-11-25
Nelson Marlborough,3753,3450,2115,2021-11-25
West Coast,261,224,282,2021-11-25
Canterbury,11628,10026,12737,2021-11-25
South Canterbury,844,730,837,2021-11-25
Southern,6029,5235,6031,2021-11-25
Overseas / Unknown,368,339,1149,2021-11-25
New Zealand,258423,229578,286681,2021-11-25
All DHBs to 90%,NA,NA,NA,2021-11-25
