DHB,Dose1,Dose2,Population,Date
Northland,2861,2750,2934,2022-01-23
Waitemata,35467,34435,37573,2022-01-23
Auckland,43671,42329,46866,2022-01-23
Counties Manukau,108363,104961,116498,2022-01-23
Waikato,10285,9969,10682,2022-01-23
Lakes,2160,2076,2286,2022-01-23
Bay of Plenty,4762,4578,3679,2022-01-23
Tairawhiti,1026,993,965,2022-01-23
Taranaki,1278,1231,1270,2022-01-23
Hawkes Bay,6540,6302,5020,2022-01-23
MidCentral,4432,4277,4468,2022-01-23
Whanganui,1215,1171,1381,2022-01-23
Capital and Coast,18204,17664,19177,2022-01-23
Hutt Valley,9397,9123,9894,2022-01-23
Wairarapa,862,836,837,2022-01-23
Nelson Marlborough,4427,4322,2115,2022-01-23
West Coast,283,274,282,2022-01-23
Canterbury,12528,12123,12737,2022-01-23
South Canterbury,976,945,837,2022-01-23
Southern,6593,6372,6031,2022-01-23
Overseas / Unknown,366,345,1149,2022-01-23
New Zealand,275696,267076,286681,2022-01-23
All DHBs to 90%,NA,NA,NA,2022-01-23
