DHB,Dose1,Dose2,Population,Date
Northland,2639,2246,2934,2021-11-26
Waitemata,33708,30370,37573,2021-11-26
Auckland,41672,37559,46866,2021-11-26
Counties Manukau,102496,91609,116498,2021-11-26
Waikato,9715,8630,10682,2021-11-26
Lakes,2003,1726,2286,2021-11-26
Bay of Plenty,4437,3870,3679,2021-11-26
Tairawhiti,949,824,965,2021-11-26
Taranaki,1168,993,1270,2021-11-26
Hawkes Bay,5646,4927,5020,2021-11-26
MidCentral,4088,3542,4468,2021-11-26
Whanganui,1139,979,1381,2021-11-26
Capital and Coast,16900,14766,19177,2021-11-26
Hutt Valley,8635,7620,9894,2021-11-26
Wairarapa,777,662,837,2021-11-26
Nelson Marlborough,3762,3453,2115,2021-11-26
West Coast,264,225,282,2021-11-26
Canterbury,11648,10074,12737,2021-11-26
South Canterbury,847,736,837,2021-11-26
Southern,6036,5262,6031,2021-11-26
Overseas / Unknown,369,341,1149,2021-11-26
New Zealand,258898,230414,286681,2021-11-26
All DHBs to 90%,NA,NA,NA,2021-11-26
