DHB,Dose1,Dose2,Population,Date
Northland,2359,1716,2934,2021-10-29
Waitemata,31964,25490,37573,2021-10-29
Auckland,39316,31604,46866,2021-10-29
Counties Manukau,96341,76831,116498,2021-10-29
Waikato,9126,7173,10682,2021-10-29
Lakes,1811,1409,2286,2021-10-29
Bay of Plenty,3999,3083,3679,2021-10-29
Tairawhiti,862,668,965,2021-10-29
Taranaki,1048,785,1270,2021-10-29
Hawkes Bay,5085,4149,5020,2021-10-29
MidCentral,3764,2900,4468,2021-10-29
Whanganui,1041,826,1381,2021-10-29
Capital and Coast,15610,12525,19177,2021-10-29
Hutt Valley,7919,6238,9894,2021-10-29
Wairarapa,687,551,837,2021-10-29
Nelson Marlborough,3595,3135,2115,2021-10-29
West Coast,231,172,282,2021-10-29
Canterbury,10545,7856,12737,2021-10-29
South Canterbury,778,572,837,2021-10-29
Southern,5557,4443,6031,2021-10-29
Overseas / Unknown,335,293,1149,2021-10-29
Total,241973,192419,286681,2021-10-29
