DHB,Dose1,Dose2,Population,Date
Northland,2838,2635,2934,2021-12-26
Waitemata,34903,33325,37573,2021-12-26
Auckland,43067,41063,46866,2021-12-26
Counties Manukau,106533,101206,116498,2021-12-26
Waikato,10123,9624,10682,2021-12-26
Lakes,2120,1989,2286,2021-12-26
Bay of Plenty,4688,4415,3679,2021-12-26
Tairawhiti,1007,949,965,2021-12-26
Taranaki,1257,1167,1270,2021-12-26
Hawkes Bay,6251,5867,5020,2021-12-26
MidCentral,4352,4080,4468,2021-12-26
Whanganui,1198,1117,1381,2021-12-26
Capital and Coast,17906,16983,19177,2021-12-26
Hutt Valley,9222,8680,9894,2021-12-26
Wairarapa,820,782,837,2021-12-26
Nelson Marlborough,4145,3963,2115,2021-12-26
West Coast,281,267,282,2021-12-26
Canterbury,12324,11649,12737,2021-12-26
South Canterbury,957,892,837,2021-12-26
Southern,6447,6120,6031,2021-12-26
Overseas / Unknown,369,347,1149,2021-12-26
New Zealand,270808,257120,286681,2021-12-26
All DHBs to 90%,NA,NA,NA,2021-12-26
