DHB,Dose1,Dose2,Population,Date
Northland,2901,2795,2934,2022-02-16
Waitemata,35777,35020,37573,2022-02-16
Auckland,44068,43004,46866,2022-02-16
Counties Manukau,109664,106982,116498,2022-02-16
Waikato,10420,10149,10682,2022-02-16
Lakes,2179,2115,2286,2022-02-16
Bay of Plenty,4839,4714,3679,2022-02-16
Tairawhiti,1050,1027,965,2022-02-16
Taranaki,1296,1267,1270,2022-02-16
Hawkes Bay,7061,6857,5020,2022-02-16
MidCentral,4513,4396,4468,2022-02-16
Whanganui,1246,1207,1381,2022-02-16
Capital and Coast,18414,18019,19177,2022-02-16
Hutt Valley,9508,9279,9894,2022-02-16
Wairarapa,878,854,837,2022-02-16
Nelson Marlborough,4549,4469,2115,2022-02-16
West Coast,284,276,282,2022-02-16
Canterbury,12722,12396,12737,2022-02-16
South Canterbury,981,963,837,2022-02-16
Southern,6767,6612,6031,2022-02-16
Overseas / Unknown,416,394,1149,2022-02-16
New Zealand,279533,272795,286681,2022-02-16
