DHB,Dose1,Dose2,Population,Date
Northland,2669,2285,2934,2021-12-01
Waitemata,33988,31019,37573,2021-12-01
Auckland,42043,38383,46866,2021-12-01
Counties Manukau,103738,94322,116498,2021-12-01
Waikato,9826,8822,10682,2021-12-01
Lakes,2038,1792,2286,2021-12-01
Bay of Plenty,4514,3957,3679,2021-12-01
Tairawhiti,966,850,965,2021-12-01
Taranaki,1201,1025,1270,2021-12-01
Hawkes Bay,5737,5056,5020,2021-12-01
MidCentral,4161,3641,4468,2021-12-01
Whanganui,1151,1013,1381,2021-12-01
Capital and Coast,17182,15139,19177,2021-12-01
Hutt Valley,8785,7794,9894,2021-12-01
Wairarapa,799,692,837,2021-12-01
Nelson Marlborough,3812,3514,2115,2021-12-01
West Coast,272,234,282,2021-12-01
Canterbury,11827,10430,12737,2021-12-01
South Canterbury,866,765,837,2021-12-01
Southern,6110,5397,6031,2021-12-01
Overseas / Unknown,377,353,1149,2021-12-01
New Zealand,262062,236483,286681,2021-12-01
All DHBs to 90%,NA,NA,NA,2021-12-01
