DHB,Dose1,Dose2,Population,Date
Northland,2714,2398,2934,2021-12-06
Waitemata,34328,31801,37573,2021-12-06
Auckland,42415,39273,46866,2021-12-06
Counties Manukau,104628,96401,116498,2021-12-06
Waikato,9937,9081,10682,2021-12-06
Lakes,2076,1856,2286,2021-12-06
Bay of Plenty,4590,4074,3679,2021-12-06
Tairawhiti,994,883,965,2021-12-06
Taranaki,1224,1070,1270,2021-12-06
Hawkes Bay,5851,5232,5020,2021-12-06
MidCentral,4234,3776,4468,2021-12-06
Whanganui,1167,1048,1381,2021-12-06
Capital and Coast,17502,15753,19177,2021-12-06
Hutt Valley,8998,8043,9894,2021-12-06
Wairarapa,812,726,837,2021-12-06
Nelson Marlborough,3878,3609,2115,2021-12-06
West Coast,275,240,282,2021-12-06
Canterbury,12070,10874,12737,2021-12-06
South Canterbury,887,798,837,2021-12-06
Southern,6208,5646,6031,2021-12-06
Overseas / Unknown,367,344,1149,2021-12-06
New Zealand,265155,242926,286681,2021-12-06
All DHBs to 90%,NA,NA,NA,2021-12-06
