DHB,Dose1,Dose2,Population,Date
Northland,2872,2771,2934,2022-02-01
Waitemata,35615,34699,37573,2022-02-01
Auckland,43847,42579,46866,2022-02-01
Counties Manukau,108978,105805,116498,2022-02-01
Waikato,10356,10043,10682,2022-02-01
Lakes,2166,2097,2286,2022-02-01
Bay of Plenty,4808,4644,3679,2022-02-01
Tairawhiti,1034,1006,965,2022-02-01
Taranaki,1281,1247,1270,2022-02-01
Hawkes Bay,6807,6551,5020,2022-02-01
MidCentral,4461,4319,4468,2022-02-01
Whanganui,1236,1188,1381,2022-02-01
Capital and Coast,18300,17841,19177,2022-02-01
Hutt Valley,9431,9183,9894,2022-02-01
Wairarapa,870,847,837,2022-02-01
Nelson Marlborough,4489,4406,2115,2022-02-01
West Coast,287,276,282,2022-02-01
Canterbury,12619,12249,12737,2022-02-01
South Canterbury,981,955,837,2022-02-01
Southern,6690,6496,6031,2022-02-01
Overseas / Unknown,385,364,1149,2022-02-01
New Zealand,277513,269566,286681,2022-02-01
All DHBs to 90%,NA,NA,NA,2022-02-01
