DHB,Dose1,Dose2,Population,Date
Northland,2857,2720,2934,2022-01-13
Waitemata,35264,34121,37573,2022-01-13
Auckland,43382,41896,46866,2022-01-13
Counties Manukau,107671,103888,116498,2022-01-13
Waikato,10232,9867,10682,2022-01-13
Lakes,2141,2047,2286,2022-01-13
Bay of Plenty,4747,4540,3679,2022-01-13
Tairawhiti,1024,986,965,2022-01-13
Taranaki,1270,1214,1270,2022-01-13
Hawkes Bay,6378,6119,5020,2022-01-13
MidCentral,4399,4217,4468,2022-01-13
Whanganui,1204,1153,1381,2022-01-13
Capital and Coast,18140,17508,19177,2022-01-13
Hutt Valley,9329,9015,9894,2022-01-13
Wairarapa,856,827,837,2022-01-13
Nelson Marlborough,4314,4196,2115,2022-01-13
West Coast,282,272,282,2022-01-13
Canterbury,12461,12003,12737,2022-01-13
South Canterbury,967,925,837,2022-01-13
Southern,6550,6315,6031,2022-01-13
Overseas / Unknown,359,338,1149,2022-01-13
New Zealand,273827,264167,286681,2022-01-13
All DHBs to 90%,NA,NA,NA,2022-01-13
