DHB,Dose1,Dose2,Population,Date
Northland,2837,2652,2934,2021-12-30
Waitemata,34945,33517,37573,2021-12-30
Auckland,43105,41234,46866,2021-12-30
Counties Manukau,106714,101769,116498,2021-12-30
Waikato,10139,9680,10682,2021-12-30
Lakes,2120,1999,2286,2021-12-30
Bay of Plenty,4699,4456,3679,2021-12-30
Tairawhiti,1010,956,965,2021-12-30
Taranaki,1262,1184,1270,2021-12-30
Hawkes Bay,6264,5919,5020,2021-12-30
MidCentral,4361,4114,4468,2021-12-30
Whanganui,1196,1128,1381,2021-12-30
Capital and Coast,17950,17150,19177,2021-12-30
Hutt Valley,9238,8758,9894,2021-12-30
Wairarapa,822,784,837,2021-12-30
Nelson Marlborough,4144,3977,2115,2021-12-30
West Coast,281,269,282,2021-12-30
Canterbury,12352,11760,12737,2021-12-30
South Canterbury,959,898,837,2021-12-30
Southern,6464,6160,6031,2021-12-30
Overseas / Unknown,370,349,1149,2021-12-30
New Zealand,271232,258713,286681,2021-12-30
All DHBs to 90%,NA,NA,NA,2021-12-30
