DHB,Dose1,Dose2,Population,Date
Northland,2798,2531,2934,2021-12-15
Waitemata,34696,32659,37573,2021-12-15
Auckland,42829,40242,46866,2021-12-15
Counties Manukau,105769,99053,116498,2021-12-15
Waikato,10066,9380,10682,2021-12-15
Lakes,2113,1937,2286,2021-12-15
Bay of Plenty,4648,4254,3679,2021-12-15
Tairawhiti,1002,917,965,2021-12-15
Taranaki,1253,1118,1270,2021-12-15
Hawkes Bay,6029,5494,5020,2021-12-15
MidCentral,4306,3945,4468,2021-12-15
Whanganui,1186,1090,1381,2021-12-15
Capital and Coast,17781,16433,19177,2021-12-15
Hutt Valley,9136,8389,9894,2021-12-15
Wairarapa,814,764,837,2021-12-15
Nelson Marlborough,4043,3808,2115,2021-12-15
West Coast,278,255,282,2021-12-15
Canterbury,12229,11279,12737,2021-12-15
South Canterbury,912,826,837,2021-12-15
Southern,6373,5918,6031,2021-12-15
Overseas / Unknown,365,340,1149,2021-12-15
New Zealand,268626,250632,286681,2021-12-15
All DHBs to 90%,NA,NA,NA,2021-12-15
